thinkBack: Stock quote and option quote for SPY on 10/31/13 12:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
176.29,-.88,"140,001,830",177.38,177.51,175.66

Theo parameters
Theo date,Theo stock price,Theo volatility
11/1/13,+.00,+0.00%

NOV1 13  (2)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.41,.08,-.04,.18,.05,1.52,11.34%,40.36%,59.64%,81.23%,493,838,0,1.515,1.48,1.55,NOV4 13,177.5,2.42,2.49,-.60,.09,-.04,.17,-.07,2.46,9.97%,60.80%,39.20%,78.76%,"1,687",369,1.21,1.245
.37,.08,-.04,.17,.04,1.28,11.09%,36.40%,63.60%,73.22%,"1,185","2,579",0,1.28,1.25,1.31,NOV4 13,178,2.70,2.79,-.64,.08,-.03,.17,-.07,2.75,9.82%,65.15%,34.85%,69.98%,"1,526",390,1.71,1.035
.34,.07,-.04,.16,.04,1.08,10.90%,32.49%,67.51%,65.33%,"1,512",641,0,1.075,1.05,1.10,NOV4 13,178.5,2.95,3.07,-.69,.08,-.03,.16,-.07,3.01,9.38%,69.97%,30.03%,60.26%,324,55,2.21,.80
.30,.07,-.04,.16,.03,.89,10.70%,28.64%,71.36%,57.55%,"1,773","1,488",0,.89,.87,.91,NOV4 13,179,3.22,3.40,-.74,.08,-.03,.15,-.08,3.31,8.97%,74.79%,25.21%,50.55%,211,154,2.71,.60
.26,.07,-.03,.15,.03,.73,10.53%,24.95%,75.05%,50.11%,215,"1,573",0,.73,.71,.75,NOV4 13,179.5,3.58,3.74,-.79,.07,-.02,.13,-.08,3.66,8.72%,79.15%,20.85%,41.80%,24,13,3.21,.45

NOV4 13  (23)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.72,.05,-.05,.15,.08,5.01,14.99%,70.90%,29.10%,57.65%,0,0,3.79,1.215,4.73,5.28,NOV4 13,172.5,.76,.90,-.24,.06,-.04,.14,-.03,.83,12.56%,25.34%,74.66%,50.35%,0,10,0,.83
.71,.05,-.05,.16,.08,4.51,14.05%,69.48%,30.52%,60.52%,0,0,3.29,1.22,4.33,4.69,NOV4 13,173,.86,1.00,-.27,.06,-.04,.15,-.03,.93,12.34%,27.92%,72.08%,55.48%,0,10,0,.93
.68,.06,-.05,.16,.08,4.12,13.75%,66.99%,33.01%,65.46%,0,0,2.79,1.33,3.94,4.30,NOV4 13,173.5,.93,1.13,-.30,.06,-.04,.16,-.03,1.03,12.03%,30.61%,69.39%,60.82%,0,0,0,1.03
.66,.06,-.05,.17,.07,3.70,13.16%,64.64%,35.36%,70.15%,0,1,2.29,1.405,3.56,3.83,NOV4 13,174,1.07,1.24,-.33,.07,-.04,.16,-.04,1.16,11.81%,33.65%,66.35%,66.87%,0,22,0,1.155
.63,.07,-.05,.17,.07,3.32,12.81%,61.77%,38.23%,75.86%,116,26,1.79,1.53,3.18,3.46,NOV4 13,174.5,1.20,1.38,-.36,.07,-.04,.17,-.04,1.29,11.56%,36.88%,63.12%,73.29%,0,18,0,1.29
.60,.07,-.05,.17,.07,3.00,12.67%,58.51%,41.49%,82.31%,0,9,1.29,1.705,2.83,3.16,NOV4 13,175,1.33,1.55,-.39,.08,-.04,.17,-.05,1.44,11.31%,40.34%,59.66%,80.18%,0,142,0,1.44
.53,.07,-.05,.18,.06,2.37,12.25%,51.67%,48.33%,95.87%,0,0,.29,2.08,2.26,2.48,NOV4 13,176,1.68,1.90,-.47,.08,-.04,.18,-.05,1.79,10.80%,47.94%,52.06%,95.30%,0,6,0,1.79
.45,.08,-.04,.18,.05,1.79,11.67%,44.28%,55.72%,89.20%,101,0,0,1.785,1.67,1.90,NOV4 13,177,2.10,2.33,-.55,.09,-.04,.18,-.06,2.21,10.26%,56.34%,43.66%,87.77%,0,20,.71,1.505
.38,.08,-.04,.17,.04,1.30,11.18%,36.49%,63.51%,73.42%,0,13,0,1.295,1.19,1.40,NOV4 13,178,2.61,2.83,-.64,.09,-.03,.17,-.07,2.72,9.67%,65.36%,34.64%,69.55%,1,12,1.71,1.01
.30,.07,-.04,.16,.03,.90,10.76%,28.75%,71.25%,57.78%,0,0,0,.90,.82,.98,NOV4 13,179,3.15,3.52,-.74,.08,-.03,.15,-.08,3.33,9.14%,74.40%,25.60%,51.34%,1,1,2.71,.625
.20,.07,-.02,.13,.02,.46,9.36%,19.12%,80.88%,38.35%,0,0,0,.46,.01,.91,NOV4 13,180,2.22,6.25,-.78,.06,-.03,.13,-.08,4.24,10.07%,79.19%,20.81%,41.77%,0,21,3.71,.525
.15,.05,-.02,.11,.02,.35,9.85%,14.69%,85.31%,29.47%,0,0,0,.35,.01,.69,NOV4 13,181,3.04,7.06,-.84,.05,-.02,.11,-.08,5.05,10.02%,84.92%,15.08%,30.26%,0,0,4.71,.34
.12,.04,-.02,.09,.01,.28,10.42%,11.49%,88.51%,23.07%,0,0,0,.275,.01,.54,NOV4 13,182,3.92,7.95,-.88,.04,-.02,.09,-.07,5.94,10.17%,89.06%,10.94%,21.95%,0,0,5.71,.225
.10,.03,-.02,.08,.01,.23,11.05%,9.22%,90.78%,18.52%,0,0,0,.225,0,.45,NOV4 13,183,4.86,8.88,-.91,.03,-.02,.07,-.07,6.87,10.57%,91.71%,8.29%,16.64%,0,0,6.71,.16

NOV5 13  (30)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.69,.05,-.04,.18,.10,4.71,13.46%,67.95%,32.05%,63.51%,33,13,3.29,1.42,4.65,4.77,NOV5 13,173,1.11,1.17,-.29,.06,-.03,.18,-.04,1.14,12.09%,30.03%,69.97%,59.63%,"1,657",801,0,1.14
.67,.05,-.04,.19,.10,4.32,13.15%,65.65%,34.35%,68.09%,38,55,2.79,1.53,4.26,4.38,NOV5 13,173.5,1.23,1.29,-.31,.06,-.03,.18,-.05,1.26,11.88%,32.65%,67.35%,64.83%,779,802,0,1.26
.65,.06,-.04,.19,.09,3.95,12.89%,63.12%,36.88%,73.11%,361,59,2.29,1.66,3.89,4.01,NOV5 13,174,1.35,1.42,-.34,.06,-.03,.19,-.05,1.39,11.64%,35.39%,64.61%,70.27%,"2,219",570,0,1.385
.62,.06,-.04,.20,.09,3.59,12.63%,60.44%,39.56%,78.42%,55,124,1.79,1.80,3.53,3.65,NOV5 13,174.5,1.49,1.56,-.37,.06,-.03,.19,-.06,1.53,11.41%,38.33%,61.67%,76.12%,"3,563",258,0,1.525
.59,.06,-.04,.20,.09,3.24,12.35%,57.61%,42.39%,84.03%,229,"1,721",1.29,1.95,3.20,3.28,NOV5 13,175,1.65,1.67,-.40,.07,-.03,.20,-.06,1.66,11.08%,41.37%,58.63%,82.18%,"11,538","2,004",0,1.66
.56,.06,-.04,.20,.08,2.91,12.08%,54.62%,45.38%,89.98%,120,85,.79,2.115,2.87,2.94,NOV5 13,175.5,1.81,1.89,-.43,.07,-.03,.20,-.06,1.85,10.95%,44.77%,55.23%,88.92%,"2,360",700,0,1.85
.53,.07,-.04,.20,.08,2.60,11.89%,51.45%,48.55%,96.26%,"1,567",350,.29,2.31,2.57,2.63,NOV5 13,176,2.00,2.07,-.47,.07,-.03,.20,-.07,2.04,10.72%,48.25%,51.75%,95.84%,"3,816","3,354",0,2.035
.50,.07,-.04,.20,.07,2.31,11.66%,48.17%,51.83%,97.17%,192,352,0,2.305,2.27,2.34,NOV5 13,176.5,2.20,2.28,-.51,.07,-.03,.20,-.07,2.24,10.50%,51.89%,48.11%,96.86%,"1,806",419,.21,2.03
.46,.07,-.04,.20,.07,2.02,11.41%,44.78%,55.22%,90.26%,"2,423","1,416",0,2.02,1.99,2.05,NOV5 13,177,2.41,2.50,-.54,.08,-.03,.20,-.08,2.45,10.23%,55.67%,44.33%,89.18%,"3,931",955,.71,1.745
.43,.07,-.04,.20,.06,1.76,11.18%,41.30%,58.70%,83.20%,"1,803","1,113",0,1.76,1.73,1.79,NOV5 13,177.5,2.65,2.74,-.58,.08,-.03,.20,-.08,2.70,10.00%,59.57%,40.43%,81.29%,763,110,1.21,1.485
.39,.07,-.04,.20,.06,1.52,10.97%,37.78%,62.22%,76.05%,455,826,0,1.52,1.49,1.55,NOV5 13,178,2.88,3.02,-.63,.08,-.03,.19,-.09,2.95,9.73%,63.58%,36.42%,73.17%,54,296,1.71,1.24
.35,.07,-.03,.19,.05,1.30,10.76%,34.23%,65.77%,68.87%,341,781,0,1.30,1.27,1.33,NOV5 13,178.5,3.14,3.31,-.67,.08,-.03,.19,-.09,3.23,9.45%,67.67%,32.33%,64.91%,128,25,2.21,1.015
.32,.07,-.03,.18,.05,1.11,10.59%,30.75%,69.25%,61.84%,496,869,0,1.105,1.08,1.13,NOV5 13,179,3.45,3.61,-.71,.07,-.03,.18,-.10,3.53,9.21%,71.71%,28.29%,56.78%,392,102,2.71,.82
.25,.06,-.03,.16,.04,.78,10.27%,24.07%,75.93%,48.36%,"2,050","1,480",0,.775,.75,.80,NOV5 13,180,4.12,4.30,-.79,.06,-.02,.15,-.10,4.21,8.73%,79.47%,20.53%,41.16%,"2,155",820,3.71,.50

NOV5 13  (30)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.71,.05,-.04,.17,.10,5.11,13.76%,70.10%,29.90%,59.25%,1,0,3.79,1.32,4.93,5.29,NOV5 13,172.5,.95,1.11,-.26,.05,-.03,.17,-.04,1.03,12.28%,27.58%,72.42%,54.76%,0,0,0,1.03
.69,.05,-.04,.18,.10,4.72,13.51%,67.88%,32.12%,63.66%,0,0,3.29,1.43,4.54,4.90,NOV5 13,173,1.05,1.22,-.29,.06,-.03,.18,-.04,1.13,12.06%,29.99%,70.01%,59.54%,0,35,0,1.135
.67,.05,-.04,.19,.10,4.33,13.20%,65.58%,34.42%,68.22%,0,0,2.79,1.54,4.15,4.51,NOV5 13,173.5,1.16,1.34,-.31,.06,-.03,.18,-.05,1.25,11.83%,32.57%,67.43%,64.67%,0,0,0,1.25
.65,.06,-.04,.19,.09,3.90,12.61%,63.44%,36.56%,72.50%,0,1,2.29,1.605,3.77,4.02,NOV5 13,174,1.29,1.47,-.34,.06,-.03,.19,-.05,1.38,11.61%,35.35%,64.65%,70.20%,20,1,0,1.38
.62,.06,-.04,.20,.09,3.54,12.37%,60.68%,39.32%,77.98%,0,0,1.79,1.75,3.41,3.67,NOV5 13,174.5,1.42,1.61,-.37,.06,-.03,.19,-.06,1.52,11.36%,38.27%,61.73%,76.01%,0,0,0,1.515
.59,.06,-.04,.20,.09,3.21,12.20%,57.72%,42.28%,83.83%,0,36,1.29,1.92,3.07,3.35,NOV5 13,175,1.57,1.78,-.40,.07,-.03,.20,-.06,1.67,11.15%,41.44%,58.56%,82.30%,1,42,0,1.675
.53,.07,-.04,.20,.08,2.54,11.59%,51.52%,48.48%,96.16%,50,58,.29,2.25,2.33,2.75,NOV5 13,176,1.91,2.14,-.47,.07,-.03,.20,-.07,2.03,10.67%,48.24%,51.76%,95.82%,1,1,0,2.025
.46,.07,-.04,.20,.07,2.03,11.43%,44.79%,55.21%,90.28%,0,0,0,2.025,1.91,2.14,NOV5 13,177,2.33,2.55,-.55,.08,-.03,.20,-.08,2.44,10.16%,55.70%,44.30%,89.11%,10,5,.71,1.73
.39,.07,-.04,.20,.06,1.53,11.00%,37.80%,62.20%,76.10%,2,10,0,1.525,1.42,1.63,NOV5 13,178,2.83,3.05,-.63,.08,-.03,.19,-.09,2.94,9.68%,63.64%,36.36%,73.04%,2,0,1.71,1.23
.32,.07,-.03,.18,.05,1.10,10.56%,30.70%,69.30%,61.75%,1,0,0,1.10,1.00,1.20,NOV5 13,179,3.35,3.72,-.71,.07,-.03,.18,-.10,3.53,9.24%,71.65%,28.35%,56.89%,0,0,2.71,.825
.25,.06,-.03,.16,.04,.77,10.24%,24.00%,76.00%,48.23%,0,0,0,.77,.70,.84,NOV5 13,180,4.02,4.38,-.79,.06,-.02,.15,-.10,4.20,8.67%,79.64%,20.36%,40.81%,0,0,3.71,.49
.17,.05,-.02,.13,.02,.42,9.22%,16.18%,83.82%,32.46%,0,0,0,.42,0,.84,NOV5 13,181,2.65,7.33,-.86,.05,-.01,.12,-.10,4.99,8.36%,86.12%,13.88%,27.80%,0,0,4.71,.28
.13,.04,-.02,.11,.02,.33,9.67%,12.76%,87.24%,25.60%,0,0,0,.33,0,.66,NOV5 13,182,3.50,8.25,-.90,.04,-.01,.09,-.09,5.88,8.36%,90.52%,9.48%,19.00%,0,0,5.71,.165
.11,.04,-.02,.09,.02,.27,10.15%,10.19%,89.81%,20.46%,0,0,0,.265,0,.53,NOV5 13,183,4.35,9.04,-1.00,.00,.00,.00,.00,6.71,--,100.00%,0.00%,,0,0,6.71,-.015

DEC 13  (51)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.74,.03,-.03,.22,.15,7.79,15.46%,71.66%,28.34%,55.00%,"2,692","115,907",6.29,1.495,7.68,7.89,DEC 13,170,1.47,1.51,-.25,.03,-.03,.21,-.07,1.49,14.50%,26.95%,73.05%,52.34%,"16,253","162,451",0,1.49
.71,.03,-.03,.23,.15,6.99,15.03%,68.69%,31.31%,60.70%,"2,845","35,459",5.29,1.695,6.90,7.07,DEC 13,171,1.69,1.72,-.28,.04,-.03,.23,-.07,1.70,14.18%,30.16%,69.84%,58.51%,"8,550","51,858",0,1.705
.68,.04,-.03,.24,.14,6.21,14.57%,65.47%,34.53%,66.87%,"3,866","56,421",4.29,1.915,6.12,6.29,DEC 13,172,1.93,1.97,-.32,.04,-.03,.24,-.08,1.95,13.86%,33.67%,66.33%,65.24%,"12,448","37,702",0,1.95
.64,.04,-.03,.25,.14,5.45,14.10%,61.95%,38.05%,73.59%,"3,606","32,263",3.29,2.16,5.37,5.53,DEC 13,173,2.22,2.26,-.36,.04,-.03,.25,-.09,2.24,13.59%,37.53%,62.47%,72.62%,"26,624","41,704",0,2.24
.60,.04,-.03,.26,.13,4.75,13.69%,58.06%,41.94%,81.02%,"2,370","40,403",2.29,2.455,4.70,4.79,DEC 13,174,2.54,2.59,-.40,.04,-.03,.26,-.10,2.57,13.31%,41.65%,58.35%,80.47%,"5,647","18,907",0,2.565
.56,.05,-.03,.26,.13,4.05,13.18%,53.90%,46.10%,88.90%,"7,847","139,820",1.29,2.76,4.01,4.09,DEC 13,175,2.91,2.97,-.44,.05,-.03,.26,-.11,2.94,13.06%,46.04%,53.96%,88.80%,"15,770","61,445",0,2.94
.51,.05,-.03,.26,.12,3.43,12.79%,49.38%,50.62%,97.44%,"12,424","84,017",.29,3.14,3.41,3.45,DEC 13,176,3.32,3.39,-.49,.05,-.03,.26,-.13,3.35,12.80%,50.62%,49.38%,97.44%,"15,752","15,085",0,3.355
.47,.05,-.03,.26,.11,2.86,12.42%,44.61%,55.39%,92.76%,"21,090","41,953",0,2.86,2.83,2.89,DEC 13,177,3.80,3.87,-.53,.05,-.03,.26,-.14,3.83,12.62%,55.34%,44.66%,92.87%,"10,026","14,013",.71,3.125
.41,.05,-.03,.26,.10,2.34,12.05%,39.66%,60.34%,82.29%,"9,386","69,573",0,2.34,2.31,2.37,DEC 13,178,4.29,4.44,-.58,.05,-.03,.26,-.15,4.36,12.44%,60.08%,39.92%,82.83%,"2,412","6,782",1.71,2.655
.36,.05,-.03,.25,.09,1.90,11.76%,34.69%,65.31%,71.84%,"5,773","53,165",0,1.895,1.87,1.92,DEC 13,179,4.88,5.04,-.63,.05,-.03,.25,-.16,4.96,12.32%,64.72%,35.28%,73.06%,"2,061","5,642",2.71,2.25
.31,.05,-.02,.24,.08,1.50,11.46%,29.75%,70.25%,61.49%,"12,036","145,516",0,1.50,1.48,1.52,DEC 13,180,5.53,5.71,-.67,.04,-.03,.24,-.18,5.62,12.29%,69.11%,30.89%,63.86%,"2,461","22,847",3.71,1.91
.26,.04,-.02,.22,.06,1.17,11.22%,25.04%,74.96%,51.66%,"10,858","37,125",0,1.17,1.15,1.19,DEC 13,181,6.21,6.43,-.72,.04,-.03,.22,-.19,6.32,12.24%,73.27%,26.73%,55.18%,286,"1,861",4.71,1.61
.22,.04,-.02,.20,.05,.89,10.97%,20.59%,79.41%,42.40%,"6,462","126,411",0,.89,.87,.91,DEC 13,182,6.93,7.20,-.76,.04,-.03,.21,-.20,7.07,12.20%,77.10%,22.90%,47.20%,54,"2,930",5.71,1.355
.18,.04,-.02,.17,.04,.67,10.78%,16.63%,83.37%,34.20%,"9,530","71,650",0,.67,.66,.68,DEC 13,183,7.79,8.02,-.79,.03,-.03,.19,-.21,7.91,12.47%,80.05%,19.95%,41.06%,316,"1,116",6.71,1.195

DEC 13  (51)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.74,.03,-.03,.22,.15,7.79,15.48%,71.62%,28.38%,55.06%,0,"6,269",6.29,1.50,7.59,7.99,DEC 13,170,1.37,1.59,-.25,.03,-.03,.21,-.06,1.48,14.45%,26.88%,73.12%,52.20%,0,"4,884",0,1.48
.71,.03,-.03,.23,.15,7.01,15.12%,68.58%,31.42%,60.91%,0,"3,603",5.29,1.715,6.77,7.24,DEC 13,171,1.59,1.81,-.28,.04,-.03,.22,-.07,1.70,14.15%,30.13%,69.87%,58.45%,1,"3,344",0,1.70
.68,.04,-.03,.24,.14,6.23,14.68%,65.35%,34.65%,67.10%,1,"2,491",4.29,1.94,6.00,6.46,DEC 13,172,1.84,2.06,-.32,.04,-.03,.24,-.08,1.95,13.86%,33.67%,66.33%,65.24%,1,"1,315",0,1.95
.64,.04,-.03,.25,.14,5.43,14.00%,62.05%,37.95%,73.41%,0,"2,380",3.29,2.135,5.28,5.57,DEC 13,173,2.12,2.34,-.35,.04,-.03,.25,-.09,2.23,13.54%,37.49%,62.51%,72.54%,0,394,0,2.23
.60,.04,-.03,.26,.13,4.63,13.24%,58.39%,41.61%,80.38%,0,"1,571",2.29,2.34,4.41,4.85,DEC 13,174,2.45,2.67,-.40,.04,-.03,.26,-.10,2.56,13.29%,41.64%,58.36%,80.44%,0,204,0,2.56
.56,.05,-.03,.26,.13,3.99,12.97%,54.00%,46.00%,88.72%,216,"2,340",1.29,2.705,3.89,4.10,DEC 13,175,2.82,3.04,-.44,.05,-.03,.26,-.11,2.93,13.02%,46.03%,53.97%,88.76%,4,154,0,2.93
.51,.05,-.03,.26,.12,3.38,12.61%,49.40%,50.60%,97.40%,0,1,.29,3.09,3.14,3.62,DEC 13,176,3.20,3.67,-.49,.05,-.04,.26,-.13,3.43,13.10%,50.65%,49.35%,97.50%,212,6,0,3.435
.46,.05,-.03,.26,.11,2.77,12.08%,44.51%,55.49%,92.56%,24,2,0,2.77,2.54,3.00,DEC 13,177,3.78,4.01,-.53,.05,-.03,.26,-.14,3.89,12.84%,55.28%,44.72%,93.00%,151,3,.71,3.185
.42,.05,-.03,.26,.10,2.36,12.12%,39.71%,60.29%,82.40%,5,0,0,2.36,2.25,2.47,DEC 13,178,4.26,4.53,-.58,.05,-.03,.26,-.15,4.39,12.55%,60.01%,39.99%,82.99%,0,3,1.71,2.685
.36,.05,-.03,.25,.09,1.90,11.78%,34.71%,65.29%,71.89%,20,0,0,1.90,1.79,2.01,DEC 13,179,4.88,5.13,-.63,.05,-.03,.25,-.16,5.01,12.50%,64.55%,35.45%,73.43%,0,1,2.71,2.295
.31,.05,-.02,.24,.08,1.51,11.51%,29.81%,70.19%,61.62%,4,"3,526",0,1.51,1.40,1.62,DEC 13,180,5.42,5.78,-.67,.04,-.03,.24,-.18,5.60,12.21%,69.22%,30.78%,63.64%,15,10,3.71,1.89
.26,.04,-.02,.22,.06,1.14,11.08%,24.79%,75.21%,51.14%,0,6,0,1.14,.96,1.32,DEC 13,181,6.08,6.54,-.72,.04,-.03,.22,-.19,6.31,12.19%,73.34%,26.66%,55.03%,0,0,4.71,1.60
.27,.04,-.03,.22,.06,1.41,13.47%,24.92%,75.08%,51.40%,1,0,0,1.41,.01,2.81,DEC 13,182,5.30,9.33,-.73,.04,-.03,.22,-.19,7.32,13.38%,75.21%,24.79%,51.12%,0,0,5.71,1.605
.24,.03,-.03,.21,.06,1.32,14.14%,22.66%,77.34%,46.70%,0,1,0,1.315,.01,2.62,DEC 13,183,6.15,10.18,-.76,.03,-.03,.21,-.20,8.17,13.78%,77.88%,22.12%,45.57%,0,0,6.71,1.455

DEC5 13  (62)  100 (Quarterlys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.72,.03,-.03,.24,.18,7.97,15.08%,69.82%,30.18%,58.16%,60,"26,255",6.29,1.675,7.88,8.05,DEC5 13,170,1.74,1.80,-.27,.03,-.03,.24,-.08,1.77,14.23%,28.99%,71.01%,55.89%,456,"34,230",0,1.77
.70,.03,-.03,.26,.17,7.17,14.63%,67.01%,32.99%,63.49%,0,0,5.29,1.875,7.08,7.25,DEC5 13,171,1.97,2.03,-.30,.03,-.03,.25,-.09,2.00,13.93%,32.08%,67.92%,61.76%,68,"20,605",0,2.00
.66,.04,-.03,.27,.17,6.39,14.19%,63.94%,36.06%,69.30%,23,170,4.29,2.10,6.31,6.47,DEC5 13,172,2.22,2.29,-.33,.04,-.03,.27,-.10,2.26,13.61%,35.40%,64.60%,68.05%,5,405,0,2.255
.63,.04,-.03,.28,.16,5.65,13.77%,60.57%,39.43%,75.66%,28,81,3.29,2.36,5.57,5.73,DEC5 13,173,2.52,2.59,-.37,.04,-.03,.28,-.12,2.56,13.35%,39.03%,60.97%,74.91%,241,"1,553",0,2.555
.59,.04,-.03,.28,.16,4.96,13.40%,56.89%,43.11%,82.58%,233,"1,525",2.29,2.665,4.87,5.04,DEC5 13,174,2.86,2.92,-.41,.04,-.03,.28,-.13,2.89,13.08%,42.89%,57.11%,82.16%,"1,859","2,016",0,2.89
.55,.04,-.03,.29,.15,4.25,12.87%,53.02%,46.98%,89.81%,731,"49,298",1.29,2.96,4.20,4.30,DEC5 13,175,3.23,3.30,-.45,.04,-.03,.29,-.14,3.26,12.82%,46.96%,53.04%,89.77%,935,"10,832",0,3.265
.51,.04,-.03,.29,.14,3.64,12.55%,48.80%,51.20%,97.67%,851,"1,405",.29,3.355,3.61,3.68,DEC5 13,176,3.64,3.72,-.49,.04,-.03,.29,-.16,3.68,12.56%,51.21%,48.79%,97.67%,925,"5,384",0,3.68
.46,.05,-.03,.29,.13,3.06,12.16%,44.37%,55.63%,93.18%,818,"1,746",0,3.065,3.03,3.10,DEC5 13,177,4.10,4.23,-.53,.04,-.03,.29,-.17,4.16,12.40%,55.57%,44.43%,93.31%,493,293,.71,3.455
.42,.05,-.02,.29,.12,2.55,11.84%,39.79%,60.21%,83.38%,112,612,0,2.55,2.51,2.59,DEC5 13,178,4.58,4.75,-.58,.04,-.03,.29,-.18,4.67,12.13%,60.02%,39.98%,83.77%,29,37,1.71,2.955
.37,.04,-.02,.28,.11,2.09,11.52%,35.14%,64.86%,73.47%,483,"1,051",0,2.085,2.05,2.12,DEC5 13,179,5.14,5.32,-.62,.04,-.03,.28,-.20,5.23,11.92%,64.45%,35.55%,74.33%,29,300,2.71,2.52
.32,.04,-.02,.26,.09,1.68,11.26%,30.55%,69.45%,63.74%,339,"95,401",0,1.685,1.65,1.72,DEC5 13,180,5.80,5.96,-.67,.04,-.03,.27,-.21,5.88,11.87%,68.61%,31.39%,65.48%,285,"1,200",3.71,2.17
.28,.04,-.02,.24,.08,1.33,10.99%,26.08%,73.92%,54.29%,189,"21,159",0,1.335,1.31,1.36,DEC5 13,181,6.44,6.64,-.71,.04,-.03,.25,-.23,6.54,11.69%,72.77%,27.23%,56.69%,391,0,4.71,1.83
.23,.04,-.02,.22,.07,1.04,10.74%,21.80%,78.20%,45.30%,"2,217","4,072",0,1.035,1.00,1.07,DEC5 13,182,7.17,7.38,-.75,.04,-.03,.23,-.24,7.27,11.64%,76.49%,23.51%,48.86%,28,28,5.71,1.565
.19,.04,-.02,.20,.06,.81,10.59%,18.05%,81.95%,37.43%,207,"7,530",0,.805,.77,.84,DEC5 13,183,7.95,8.18,-.78,.03,-.02,.21,-.25,8.07,11.68%,79.75%,20.25%,42.01%,54,0,6.71,1.355

JAN 14  (79)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.70,.03,-.02,.28,.22,8.31,14.91%,67.31%,32.69%,62.52%,659,"85,289",6.29,2.025,8.24,8.39,JAN 14,170,2.27,2.31,-.30,.03,-.03,.28,-.12,2.29,14.36%,31.98%,68.02%,61.18%,"3,357","116,139",0,2.29
.68,.03,-.02,.29,.21,7.54,14.52%,64.66%,35.34%,67.49%,19,"15,778",5.29,2.245,7.46,7.61,JAN 14,171,2.51,2.56,-.32,.03,-.03,.30,-.13,2.54,14.06%,34.80%,65.20%,66.47%,"1,883","21,261",0,2.535
.65,.03,-.02,.31,.21,6.78,14.11%,61.81%,38.19%,72.81%,269,"32,006",4.29,2.485,6.70,6.85,JAN 14,172,2.80,2.84,-.35,.03,-.03,.31,-.14,2.82,13.80%,37.87%,62.13%,72.21%,"1,330","23,673",0,2.82
.62,.03,-.02,.31,.20,6.06,13.75%,58.71%,41.29%,78.58%,273,"20,577",3.29,2.765,5.98,6.13,JAN 14,173,3.09,3.14,-.38,.03,-.03,.31,-.16,3.12,13.48%,41.06%,58.94%,78.16%,"3,420","23,793",0,3.115
