thinkBack: Stock quote and option quote for SNDK on 11/1/13 12:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
69.495,-.365,"4,089,574",69.65,70.28,69.08

Theo parameters
Theo date,Theo stock price,Theo volatility
11/2/13,+.00,+0.00%

NOV1 13  (1)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
JAN 14  (78)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.96,.01,-.01,.03,.11,17.20,35.35%,94.81%,5.19%,10.05%,0,169,16.995,.205,17.10,17.30,JAN 14,52.5,.10,.12,-.03,.01,.00,.02,.00,.11,32.41%,3.68%,96.32%,7.17%,47,"3,309",0,.11
.95,.01,-.01,.03,.11,14.75,31.98%,93.34%,6.66%,12.92%,0,897,14.495,.255,14.65,14.85,JAN 14,55,.18,.21,-.04,.01,-.01,.03,-.01,.20,31.03%,6.03%,93.97%,11.72%,0,"10,740",0,.195
.92,.02,-.01,.05,.11,12.43,31.01%,89.35%,10.65%,20.64%,25,"2,950",11.995,.43,12.35,12.50,JAN 14,57.5,.35,.37,-.08,.01,-.01,.05,-.01,.36,30.20%,9.98%,90.02%,19.36%,12,"12,914",0,.36
.87,.02,-.01,.07,.11,10.18,29.65%,84.15%,15.85%,30.68%,1,"6,339",9.495,.68,10.10,10.25,JAN 14,60,.61,.64,-.12,.02,-.01,.07,-.02,.63,29.31%,15.54%,84.46%,30.09%,21,"4,251",0,.625
.80,.03,-.02,.09,.10,8.13,29.13%,76.40%,23.60%,45.54%,4,"6,665",6.995,1.13,8.05,8.20,JAN 14,62.5,1.02,1.05,-.19,.03,-.02,.09,-.03,1.04,28.44%,22.97%,77.03%,44.37%,1,"2,737",0,1.035
.72,.04,-.02,.11,.09,6.23,28.12%,67.36%,32.64%,62.82%,33,"9,409",4.495,1.73,6.15,6.30,JAN 14,65,1.64,1.68,-.28,.04,-.02,.11,-.04,1.66,27.80%,32.39%,67.61%,62.39%,11,"3,134",0,1.66
.62,.04,-.02,.12,.08,4.60,27.49%,56.67%,43.33%,83.08%,5,"4,960",1.995,2.605,4.55,4.65,JAN 14,67.5,2.51,2.57,-.38,.04,-.02,.12,-.06,2.54,27.26%,43.23%,56.77%,82.92%,0,"2,639",0,2.54
.50,.05,-.02,.13,.07,3.25,26.90%,45.38%,54.62%,95.06%,159,"6,365",0,3.25,3.20,3.30,JAN 14,70,3.65,3.75,-.50,.05,-.02,.13,-.08,3.70,26.77%,54.62%,45.38%,95.03%,11,431,.505,3.195
.39,.04,-.02,.12,.05,2.23,26.72%,34.51%,65.49%,71.88%,36,"1,480",0,2.23,2.20,2.26,JAN 14,72.5,5.10,5.20,-.61,.04,-.02,.12,-.09,5.15,26.34%,65.63%,34.37%,71.52%,0,125,3.005,2.145
.29,.04,-.02,.11,.04,1.45,26.37%,24.87%,75.13%,51.53%,65,"1,808",0,1.45,1.43,1.47,JAN 14,75,6.80,6.95,-.71,.04,-.02,.11,-.10,6.88,26.01%,75.37%,24.63%,50.99%,0,204,5.505,1.37
.20,.03,-.02,.09,.03,.92,26.23%,17.10%,82.90%,35.28%,3,284,0,.915,.90,.93,JAN 14,77.5,8.80,8.90,-.80,.03,-.01,.09,-.11,8.85,25.95%,83.13%,16.87%,34.80%,4,72,8.005,.845
.14,.03,-.01,.07,.02,.56,26.17%,11.25%,88.75%,23.15%,4,"1,231",0,.56,.54,.58,JAN 14,80,10.60,11.15,-.88,.02,-.01,.06,-.10,10.88,24.16%,90.39%,9.61%,19.71%,0,55,10.505,.37
.06,.01,-.01,.04,.01,.20,26.24%,4.39%,95.61%,8.99%,1,703,0,.195,.18,.21,JAN 14,85,14.95,15.95,-1.00,.00,.00,.00,.00,15.50,--,100.00%,0.00%,,0,48,15.505,-.055
.03,.01,.00,.02,.00,.09,27.68%,1.93%,98.07%,3.95%,0,510,0,.085,.05,.12,JAN 14,90,18.80,22.00,-1.00,.00,.00,.00,.00,20.50,--,100.00%,0.00%,,0,9,20.505,-.105

APR 14  (169)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.88,.01,-.01,.09,.12,17.83,36.50%,84.08%,15.92%,29.92%,0,134,16.995,.83,17.70,17.95,APR 14,52.5,.82,.87,-.10,.01,-.01,.08,-.04,.85,34.89%,14.57%,85.43%,27.48%,0,"5,509",0,.845
.85,.01,-.01,.10,.14,15.68,35.18%,80.25%,19.75%,37.06%,0,20,14.495,1.18,15.55,15.80,APR 14,55,1.18,1.22,-.13,.01,-.01,.10,-.05,1.20,34.22%,18.92%,81.08%,35.57%,0,674,0,1.20
.82,.02,-.01,.12,.15,13.60,33.91%,75.77%,24.23%,45.40%,0,190,11.995,1.605,13.50,13.70,APR 14,57.5,1.64,1.68,-.17,.02,-.01,.12,-.06,1.66,33.55%,23.92%,76.08%,44.86%,0,239,0,1.66
.77,.02,-.01,.14,.16,11.70,33.26%,70.17%,29.83%,55.69%,0,253,9.495,2.205,11.60,11.80,APR 14,60,2.21,2.26,-.22,.02,-.01,.14,-.08,2.24,32.86%,29.51%,70.49%,55.15%,3,644,0,2.235
.72,.02,-.01,.16,.16,9.90,32.43%,64.22%,35.78%,66.61%,0,255,6.995,2.905,9.80,10.00,APR 14,62.5,2.94,3.00,-.28,.02,-.02,.16,-.10,2.97,32.34%,35.72%,64.28%,66.51%,45,501,0,2.97
.66,.02,-.02,.17,.16,8.28,31.81%,57.73%,42.27%,78.38%,15,"1,610",4.495,3.78,8.20,8.35,APR 14,65,3.80,3.90,-.34,.02,-.02,.17,-.13,3.85,31.78%,42.26%,57.74%,78.36%,0,493,0,3.85
.59,.03,-.02,.18,.15,6.85,31.43%,50.95%,49.05%,90.50%,10,389,1.995,4.855,6.80,6.90,APR 14,67.5,4.90,5.00,-.40,.03,-.02,.18,-.15,4.95,31.55%,49.08%,50.92%,90.55%,0,176,0,4.95
.53,.03,-.02,.19,.14,5.57,30.96%,44.25%,55.75%,96.88%,2,534,0,5.575,5.50,5.65,APR 14,70,6.10,6.20,-.47,.03,-.02,.19,-.18,6.15,30.97%,55.75%,44.25%,96.88%,11,492,.505,5.645
.46,.03,-.02,.19,.12,4.50,30.69%,37.76%,62.24%,82.06%,8,640,0,4.50,4.45,4.55,APR 14,72.5,7.50,7.65,-.54,.03,-.02,.19,-.21,7.57,30.71%,62.24%,37.76%,82.07%,0,444,3.005,4.57
.39,.03,-.02,.18,.11,3.60,30.51%,31.73%,68.27%,68.52%,2,621,0,3.60,3.55,3.65,APR 14,75,9.10,9.20,-.60,.03,-.02,.18,-.24,9.15,30.41%,68.30%,31.70%,68.43%,0,557,5.505,3.645
.33,.03,-.02,.17,.09,2.83,30.24%,26.22%,73.78%,56.30%,3,707,0,2.83,2.80,2.86,APR 14,77.5,10.80,10.95,-.67,.03,-.02,.17,-.26,10.88,30.12%,73.83%,26.17%,56.16%,0,1,8.005,2.87
.28,.02,-.01,.16,.08,2.20,30.02%,21.34%,78.66%,45.58%,0,768,0,2.20,2.17,2.23,APR 14,80,12.70,12.85,-.72,.02,-.01,.16,-.29,12.78,30.09%,78.62%,21.38%,45.68%,0,15,10.505,2.27
.19,.02,-.01,.13,.05,1.31,29.83%,13.65%,86.35%,28.92%,0,548,0,1.31,1.28,1.34,APR 14,85,16.25,17.20,-.82,.02,-.01,.12,-.34,16.72,28.68%,87.13%,12.87%,27.20%,0,0,15.505,1.22
.12,.01,-.01,.09,.03,.76,29.75%,8.37%,91.63%,17.63%,0,318,0,.76,.74,.78,APR 14,90,21.25,21.40,-.88,.01,-.01,.10,-.37,21.33,29.89%,91.54%,8.46%,17.82%,0,1,20.505,.82

JAN 15  (442)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.81,.01,-.01,.20,.31,19.62,34.71%,69.91%,30.09%,53.59%,0,163,16.995,2.63,19.50,19.75,JAN 15,52.5,3.10,3.20,-.18,.01,-.01,.20,-.19,3.15,34.60%,29.99%,70.01%,53.43%,77,366,0,3.15
.78,.01,-.01,.22,.33,17.80,34.08%,66.07%,33.93%,60.23%,0,409,14.495,3.305,17.70,17.90,JAN 15,55,3.80,3.90,-.21,.01,-.01,.22,-.23,3.85,34.14%,33.98%,66.02%,60.30%,70,"1,878",0,3.85
.74,.01,-.01,.24,.34,16.10,33.65%,61.97%,38.03%,67.23%,1,363,11.995,4.105,16.00,16.20,JAN 15,57.5,4.60,4.70,-.25,.01,-.01,.24,-.26,4.65,33.72%,38.09%,61.91%,67.31%,64,423,0,4.65
.71,.01,-.01,.26,.35,14.45,33.04%,57.93%,42.07%,74.11%,0,"1,080",9.495,4.955,14.35,14.55,JAN 15,60,5.45,5.60,-.28,.01,-.01,.26,-.31,5.52,33.21%,42.19%,57.81%,74.27%,59,528,0,5.525
.67,.01,-.01,.27,.35,12.98,32.75%,53.66%,46.34%,81.23%,2,422,6.995,5.98,12.90,13.05,JAN 15,62.5,6.45,6.60,-.32,.01,-.01,.27,-.35,6.53,32.82%,46.38%,53.62%,81.29%,65,447,0,6.525
.63,.02,-.01,.28,.34,11.57,32.36%,49.49%,50.51%,88.13%,0,665,4.495,7.08,11.50,11.65,JAN 15,65,7.60,7.70,-.36,.01,-.01,.28,-.40,7.65,32.52%,50.58%,49.42%,88.21%,50,232,0,7.65
.59,.02,-.01,.29,.33,10.30,32.06%,45.36%,54.64%,94.85%,0,78,1.995,8.305,10.25,10.35,JAN 15,67.5,8.80,8.95,-.40,.02,-.01,.29,-.45,8.87,32.22%,54.68%,45.32%,94.88%,47,231,0,8.875
.55,.02,-.01,.30,.32,9.12,31.76%,41.36%,58.64%,97.92%,2,397,0,9.125,9.05,9.20,JAN 15,70,10.10,10.25,-.44,.02,-.01,.30,-.50,10.17,31.84%,58.65%,41.35%,97.92%,22,151,.505,9.67
.51,.02,-.01,.30,.31,8.05,31.47%,37.51%,62.49%,87.98%,0,394,0,8.05,8.00,8.10,JAN 15,72.5,11.50,11.65,-.48,.02,-.01,.30,-.55,11.57,31.48%,62.49%,37.51%,87.99%,0,5,3.005,8.57
.47,.02,-.01,.30,.29,7.07,31.19%,33.84%,66.16%,78.71%,0,343,0,7.075,7.00,7.15,JAN 15,75,13.00,13.15,-.52,.02,-.01,.30,-.60,13.07,31.13%,66.16%,33.84%,78.68%,0,142,5.505,7.57
.43,.02,-.01,.30,.27,6.20,30.95%,30.38%,69.62%,70.12%,2,22,0,6.20,6.15,6.25,JAN 15,77.5,14.65,14.80,-.56,.02,-.01,.30,-.65,14.72,30.99%,69.61%,30.39%,70.15%,0,6,8.005,6.72
.39,.02,-.01,.29,.25,5.42,30.77%,27.15%,72.85%,62.24%,0,349,0,5.425,5.35,5.50,JAN 15,80,16.30,16.50,-.60,.02,-.01,.29,-.70,16.40,30.65%,72.88%,27.12%,62.13%,0,111,10.505,5.895
.32,.02,-.01,.27,.21,4.10,30.36%,21.38%,78.62%,48.43%,0,351,0,4.10,4.05,4.15,JAN 15,85,20.00,20.20,-.67,.02,-.01,.27,-.81,20.10,30.37%,78.62%,21.38%,48.43%,0,101,15.505,4.595
.26,.01,-.01,.25,.18,3.07,30.05%,16.59%,83.41%,37.19%,0,263,0,3.075,3.00,3.15,JAN 15,90,23.95,24.15,-.73,.01,-.01,.25,-.91,24.05,30.01%,83.44%,16.56%,37.13%,0,39,20.505,3.545

JAN 16  (805)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.77,.01,-.01,.29,.50,21.77,34.53%,60.26%,39.74%,67.42%,0,13,16.995,4.78,21.65,21.90,JAN 16,52.5,5.80,5.95,-.22,.01,-.01,.30,-.46,5.88,34.80%,39.97%,60.03%,67.73%,0,28,0,5.875
.74,.01,-.01,.31,.52,20.18,34.10%,57.07%,42.93%,72.56%,0,105,14.495,5.68,20.05,20.30,JAN 16,55,6.75,6.85,-.24,.01,-.01,.32,-.52,6.80,34.45%,43.21%,56.79%,72.91%,0,17,0,6.80
.72,.01,-.01,.33,.53,18.67,33.76%,53.84%,46.16%,77.69%,0,9,11.995,6.68,18.55,18.80,JAN 16,57.5,7.75,7.90,-.27,.01,-.01,.34,-.58,7.82,34.18%,46.46%,53.54%,78.04%,10,2,0,7.825
.69,.01,-.01,.35,.54,17.28,33.49%,50.62%,49.38%,82.72%,0,59,9.495,7.78,17.15,17.40,JAN 16,60,8.80,8.95,-.30,.01,-.01,.35,-.65,8.87,33.76%,49.55%,50.45%,82.90%,0,26,0,8.875
.66,.01,-.01,.37,.55,15.90,33.09%,47.55%,52.45%,87.50%,0,15,6.995,8.905,15.80,16.00,JAN 16,62.5,9.95,10.15,-.33,.01,-.01,.37,-.72,10.05,33.50%,52.66%,47.34%,87.70%,0,9,0,10.05
.63,.01,-.01,.38,.54,14.67,32.90%,44.47%,55.53%,92.19%,0,8,4.495,10.18,14.55,14.80,JAN 16,65,11.15,11.35,-.36,.01,-.01,.38,-.79,11.25,33.10%,55.62%,44.38%,92.25%,0,37,0,11.25
.60,.01,-.01,.39,.54,13.50,32.65%,41.51%,58.49%,96.62%,0,7,1.995,11.505,13.40,13.60,JAN 16,67.5,12.50,12.65,-.38,.01,-.01,.39,-.86,12.57,32.86%,58.55%,41.45%,96.65%,0,34,0,12.575
.57,.01,-.01,.40,.53,12.35,32.29%,38.70%,61.30%,98.35%,0,148,0,12.35,12.25,12.45,JAN 16,70,13.85,14.05,-.41,.01,-.01,.40,-.94,13.95,32.56%,61.36%,38.64%,98.36%,0,31,.505,13.445
.54,.01,-.01,.40,.52,11.35,32.13%,35.95%,64.05%,90.50%,0,291,0,11.35,11.25,11.45,JAN 16,72.5,15.25,15.50,-.44,.01,-.01,.40,-1.02,15.37,32.23%,64.06%,35.94%,90.52%,0,0,3.005,12.37
.51,.01,-.01,.40,.50,10.37,31.86%,33.35%,66.65%,83.14%,0,374,0,10.375,10.25,10.50,JAN 16,75,16.80,17.05,-.47,.01,-.01,.40,-1.09,16.92,32.04%,66.66%,33.34%,83.21%,0,5,5.505,11.42
.48,.01,-.01,.40,.49,9.48,31.63%,30.86%,69.14%,76.28%,30,0,0,9.475,9.35,9.60,JAN 16,77.5,18.40,18.65,-.50,.01,-.01,.40,-1.17,18.53,31.82%,69.13%,30.87%,76.38%,0,1,8.005,10.52
.45,.01,-.01,.40,.47,8.68,31.49%,28.51%,71.49%,69.93%,0,43,0,8.675,8.55,8.80,JAN 16,80,20.05,20.30,-.53,.01,-.01,.40,-1.25,20.17,31.57%,71.48%,28.52%,69.99%,0,5,10.505,9.67
.40,.01,-.01,.39,.43,7.20,31.10%,24.18%,75.82%,58.48%,0,43,0,7.20,7.10,7.30,JAN 16,85,23.55,23.80,-.58,.01,-.01,.39,-1.41,23.67,31.16%,75.80%,24.20%,58.54%,0,0,15.505,8.17
.35,.01,-.01,.38,.39,5.95,30.74%,20.37%,79.63%,48.66%,0,84,0,5.95,5.85,6.05,JAN 16,90,27.25,27.50,-.63,.01,-.01,.38,-1.57,27.38,30.73%,79.63%,20.37%,48.64%,0,75,20.505,6.87
