thinkBack: Stock quote and option quote for SPY on 10/26/13 12:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
175.95,+.80,"93,625,090",175.51,176.00,175.17

Theo parameters
Theo date,Theo stock price,Theo volatility
11/2/13,+.00,+0.00%

OCT4 13  (0)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.23,.07,-.03,.13,.02,.52,9.35%,21.86%,78.14%,44.44%,"2,665","31,459",0,.52,.51,.53,NOV 13,179,3.50,3.73,-.78,.07,-.03,.13,-.08,3.62,9.19%,78.54%,21.46%,43.63%,237,"1,025",3.05,.565
.15,.06,-.02,.10,.02,.31,9.11%,14.78%,85.22%,30.00%,"7,994","88,795",0,.31,.30,.32,NOV 13,180,4.35,4.53,-.84,.06,-.02,.10,-.09,4.44,9.25%,84.87%,15.13%,30.72%,315,"56,962",4.05,.39
.10,.05,-.02,.08,.01,.19,9.07%,9.68%,90.32%,19.63%,"1,390","21,337",0,.185,.18,.19,NOV 13,181,5.17,5.41,-.90,.04,-.02,.07,-.10,5.29,8.92%,90.67%,9.33%,18.91%,144,591,5.05,.24
.07,.03,-.01,.06,.01,.12,9.21%,6.37%,93.63%,12.90%,499,"20,118",0,.115,.11,.12,NOV 13,182,6.10,6.34,-.94,.03,-.01,.05,-.10,6.22,9.01%,94.03%,5.97%,12.08%,13,"1,124",6.05,.17

NOV 13  (21)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.89,.03,-.02,.08,.06,7.22,13.62%,88.04%,11.96%,23.59%,0,662,6.95,.27,6.99,7.45,NOV 13,169,.24,.46,-.12,.03,-.03,.09,-.01,.35,13.89%,12.43%,87.57%,24.52%,0,228,0,.35
.86,.04,-.03,.10,.07,6.30,13.04%,85.24%,14.76%,29.10%,3,"1,838",5.95,.35,6.07,6.53,NOV 13,170,.32,.54,-.14,.04,-.03,.10,-.02,.43,13.27%,15.19%,84.81%,29.94%,0,"3,407",0,.43
.83,.05,-.03,.11,.07,5.41,12.53%,81.61%,18.39%,36.24%,0,609,4.95,.46,5.23,5.59,NOV 13,171,.43,.65,-.18,.05,-.03,.11,-.02,.54,12.71%,18.75%,81.25%,36.94%,0,"4,149",0,.54
.78,.06,-.03,.13,.07,4.55,11.99%,77.15%,22.85%,44.98%,5,"2,735",3.95,.60,4.37,4.73,NOV 13,172,.57,.79,-.22,.06,-.04,.13,-.02,.68,12.14%,23.13%,76.87%,45.53%,0,115,0,.68
.73,.07,-.04,.14,.07,3.74,11.52%,71.58%,28.42%,55.89%,0,96,2.95,.79,3.56,3.92,NOV 13,173,.76,.98,-.28,.07,-.04,.14,-.03,.87,11.64%,28.63%,71.37%,56.30%,0,"1,515",0,.87
.66,.08,-.04,.16,.06,2.98,11.03%,64.96%,35.04%,68.82%,30,677,1.95,1.03,2.87,3.09,NOV 13,174,1.00,1.22,-.34,.08,-.04,.16,-.04,1.11,11.13%,35.18%,64.82%,69.08%,5,80,0,1.11
.58,.09,-.04,.17,.06,2.30,10.62%,57.15%,42.85%,84.01%,3,"1,035",.95,1.35,2.19,2.41,NOV 13,175,1.32,1.53,-.42,.08,-.04,.17,-.05,1.43,10.67%,42.89%,57.11%,84.10%,30,96,0,1.425
.50,.09,-.04,.17,.05,1.70,10.20%,48.44%,51.56%,99.06%,11,129,0,1.70,1.59,1.81,NOV 13,176,1.72,1.93,-.50,.09,-.04,.17,-.05,1.83,10.25%,51.55%,48.45%,99.07%,2,41,.05,1.775
.40,.09,-.04,.17,.04,1.20,9.84%,39.20%,60.80%,79.99%,37,481,0,1.20,1.09,1.31,NOV 13,177,2.22,2.44,-.60,.09,-.04,.17,-.06,2.33,9.92%,60.72%,39.28%,80.15%,0,0,1.05,1.28
.31,.09,-.03,.15,.03,.81,9.57%,30.11%,69.89%,61.33%,0,39,0,.81,.70,.92,NOV 13,178,.80,5.16,-.68,.08,-.04,.15,-.07,2.98,9.92%,69.27%,30.73%,62.58%,0,12,2.05,.93
.23,.07,-.03,.13,.02,.52,9.35%,21.86%,78.14%,44.44%,0,1,0,.52,.41,.63,NOV 13,179,3.47,3.83,-.77,.07,-.03,.13,-.08,3.65,9.46%,77.89%,22.11%,44.95%,0,0,3.05,.60
.16,.06,-.02,.10,.02,.32,9.21%,15.03%,84.97%,30.51%,0,2,0,.32,.21,.43,NOV 13,180,4.27,4.63,-.84,.06,-.02,.11,-.09,4.45,9.34%,84.63%,15.37%,31.20%,0,0,4.05,.40
.10,.05,-.02,.08,.01,.19,9.13%,9.84%,90.16%,19.95%,0,6,0,.19,.08,.30,NOV 13,181,5.14,5.50,-.89,.05,-.02,.08,-.10,5.32,9.31%,89.73%,10.27%,20.82%,0,0,5.05,.27
.06,.03,-.01,.06,.01,.11,9.12%,6.19%,93.81%,12.53%,0,0,0,.11,0,.22,NOV 13,182,6.02,6.48,-.93,.03,-.02,.06,-.10,6.25,9.54%,92.94%,7.06%,14.29%,0,0,6.05,.20

NOV4 13  (28)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.73,.06,-.03,.16,.09,4.39,11.82%,71.49%,28.51%,56.09%,64,90,3.45,.945,4.27,4.52,NOV4 13,172.5,1.01,1.05,-.28,.06,-.03,.17,-.04,1.03,11.98%,28.79%,71.21%,56.63%,224,"2,907",0,1.03
.70,.06,-.03,.17,.09,4.03,11.76%,68.55%,31.45%,61.83%,165,340,2.95,1.085,3.93,4.14,NOV4 13,173,1.12,1.17,-.30,.06,-.04,.17,-.04,1.14,11.77%,31.46%,68.54%,61.85%,"5,260","8,677",0,1.145
.67,.06,-.03,.18,.08,3.64,11.40%,65.89%,34.11%,67.03%,106,151,2.45,1.185,3.52,3.75,NOV4 13,173.5,1.24,1.29,-.33,.06,-.04,.18,-.05,1.27,11.52%,34.27%,65.73%,67.35%,269,"1,749",0,1.265
.64,.07,-.03,.19,.08,3.30,11.33%,62.64%,37.36%,73.38%,194,"1,256",1.95,1.35,3.22,3.38,NOV4 13,174,1.38,1.43,-.36,.07,-.04,.19,-.05,1.41,11.31%,37.34%,62.66%,73.33%,"1,047","4,941",0,1.405
.61,.07,-.03,.19,.08,2.95,11.07%,59.43%,40.57%,79.63%,536,735,1.45,1.495,2.89,3.00,NOV4 13,174.5,1.53,1.58,-.39,.07,-.04,.19,-.06,1.56,11.07%,40.57%,59.43%,79.63%,913,"1,274",0,1.555
.57,.07,-.04,.19,.07,2.63,10.93%,55.93%,44.07%,86.45%,601,"8,073",.95,1.68,2.59,2.67,NOV4 13,175,1.71,1.76,-.43,.07,-.04,.19,-.06,1.74,10.91%,44.06%,55.94%,86.42%,764,"12,797",0,1.735
.54,.07,-.03,.20,.07,2.32,10.71%,52.32%,47.68%,93.44%,705,"2,010",.45,1.865,2.28,2.35,NOV4 13,175.5,1.89,1.95,-.46,.07,-.04,.20,-.07,1.92,10.68%,47.67%,52.33%,93.43%,370,"1,209",0,1.92
.50,.08,-.03,.20,.07,2.02,10.49%,48.56%,51.44%,99.21%,"1,726","1,490",0,2.02,1.99,2.05,NOV4 13,176,2.10,2.16,-.50,.08,-.04,.20,-.07,2.13,10.49%,51.44%,48.56%,99.21%,383,764,.05,2.08
.46,.08,-.03,.20,.06,1.75,10.30%,44.67%,55.33%,91.18%,"3,508","1,029",0,1.75,1.72,1.78,NOV4 13,176.5,2.33,2.39,-.54,.08,-.04,.20,-.08,2.36,10.30%,55.33%,44.67%,91.17%,181,172,.55,1.81
.42,.08,-.03,.19,.06,1.50,10.12%,40.70%,59.30%,83.00%,"2,470","2,030",0,1.50,1.47,1.53,NOV4 13,177,2.56,2.64,-.58,.08,-.03,.19,-.08,2.60,10.06%,59.34%,40.66%,82.92%,107,165,1.05,1.55
.38,.08,-.03,.19,.05,1.28,9.95%,36.72%,63.28%,74.82%,94,477,0,1.275,1.25,1.30,NOV4 13,177.5,2.82,2.95,-.62,.08,-.03,.19,-.09,2.89,9.95%,63.28%,36.72%,74.82%,53,32,1.55,1.335
.34,.08,-.03,.18,.05,1.08,9.81%,32.80%,67.20%,66.78%,553,"1,779",0,1.075,1.05,1.10,NOV4 13,178,3.11,3.25,-.66,.08,-.03,.18,-.09,3.18,9.78%,67.24%,32.76%,66.68%,21,180,2.05,1.13
.30,.07,-.03,.17,.04,.89,9.67%,28.96%,71.04%,58.90%,1,124,0,.895,.87,.92,NOV4 13,178.5,3.40,3.56,-.70,.07,-.03,.17,-.10,3.48,9.52%,71.32%,28.68%,58.32%,1,1,2.55,.93
.26,.07,-.03,.16,.04,.73,9.49%,25.17%,74.83%,51.15%,64,445,0,.73,.71,.75,NOV4 13,179,3.75,3.92,-.74,.07,-.03,.16,-.11,3.83,9.45%,74.90%,25.10%,51.00%,8,13,3.05,.785

NOV4 13  (28)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.75,.05,-.03,.16,.09,4.81,12.13%,73.79%,26.21%,51.58%,0,0,3.95,.86,4.63,4.99,NOV4 13,172,.82,1.04,-.25,.05,-.03,.16,-.04,.93,12.21%,26.35%,73.65%,51.85%,0,0,0,.93
.73,.06,-.03,.17,.09,4.41,11.91%,71.33%,28.67%,56.39%,0,0,3.45,.96,4.23,4.59,NOV4 13,172.5,.92,1.14,-.28,.06,-.03,.17,-.04,1.03,11.98%,28.79%,71.21%,56.63%,0,10,0,1.03
.70,.06,-.03,.17,.09,4.02,11.67%,68.69%,31.31%,61.57%,0,0,2.95,1.07,3.84,4.20,NOV4 13,173,1.03,1.25,-.30,.06,-.04,.17,-.04,1.14,11.74%,31.42%,68.58%,61.77%,0,0,0,1.14
.67,.06,-.03,.18,.08,3.65,11.46%,65.81%,34.19%,67.18%,0,0,2.45,1.195,3.47,3.82,NOV4 13,173.5,1.15,1.37,-.33,.06,-.04,.18,-.05,1.26,11.49%,34.23%,65.77%,67.27%,0,0,0,1.26
.64,.07,-.03,.19,.08,3.28,11.22%,62.76%,37.24%,73.13%,0,1,1.95,1.33,3.10,3.46,NOV4 13,174,1.29,1.51,-.36,.07,-.04,.19,-.05,1.40,11.28%,37.30%,62.70%,73.26%,2,20,0,1.40
.61,.07,-.03,.19,.08,2.94,11.04%,59.45%,40.55%,79.58%,22,15,1.45,1.49,2.83,3.05,NOV4 13,174.5,1.45,1.67,-.39,.07,-.04,.19,-.06,1.56,11.09%,40.60%,59.40%,79.68%,4,18,0,1.56
.57,.07,-.03,.19,.07,2.61,10.83%,55.99%,44.01%,86.32%,0,9,.95,1.66,2.50,2.72,NOV4 13,175,1.62,1.84,-.43,.07,-.04,.19,-.06,1.73,10.88%,44.04%,55.96%,86.39%,0,132,0,1.73
.50,.08,-.03,.20,.07,2.01,10.44%,48.56%,51.44%,99.20%,0,0,0,2.01,1.90,2.12,NOV4 13,176,2.02,2.24,-.50,.08,-.04,.20,-.07,2.13,10.49%,51.44%,48.56%,99.21%,0,1,.05,2.08
.42,.08,-.03,.19,.06,1.49,10.06%,40.66%,59.34%,82.92%,0,0,0,1.49,1.38,1.60,NOV4 13,177,2.50,2.72,-.58,.08,-.03,.19,-.08,2.61,10.12%,59.30%,40.70%,83.00%,0,20,1.05,1.56
.34,.08,-.03,.18,.05,1.07,9.79%,32.76%,67.24%,66.69%,0,13,0,1.07,.96,1.18,NOV4 13,178,3.01,3.37,-.66,.07,-.03,.18,-.09,3.19,9.84%,67.16%,32.84%,66.86%,0,14,2.05,1.14
.26,.07,-.03,.16,.04,.74,9.55%,25.30%,74.70%,51.43%,0,0,0,.74,.63,.85,NOV4 13,179,3.68,4.03,-.74,.07,-.03,.16,-.11,3.85,9.58%,74.64%,25.36%,51.55%,0,1,3.05,.805
.19,.06,-.02,.14,.03,.49,9.34%,18.65%,81.35%,37.86%,0,0,0,.49,.38,.60,NOV4 13,180,4.43,4.79,-.80,.06,-.02,.14,-.12,4.61,9.41%,81.17%,18.83%,38.21%,0,21,4.05,.56
.14,.05,-.02,.11,.02,.32,9.26%,13.32%,86.68%,27.00%,0,0,0,.32,.21,.43,NOV4 13,181,5.26,5.62,-.86,.05,-.02,.11,-.12,5.44,9.34%,86.46%,13.54%,27.46%,0,0,5.05,.39
.10,.04,-.01,.08,.01,.20,9.16%,9.08%,90.92%,18.38%,0,0,0,.20,.09,.31,NOV4 13,182,6.10,6.56,-.90,.04,-.02,.09,-.13,6.33,9.39%,90.38%,9.62%,19.48%,0,0,6.05,.28

NOV5 13  (35)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.71,.05,-.03,.19,.11,4.62,11.79%,69.49%,30.51%,60.06%,0,0,3.45,1.175,4.52,4.73,NOV5 13,172.5,1.22,1.27,-.29,.05,-.03,.19,-.05,1.24,11.92%,30.73%,69.27%,60.48%,369,0,0,1.245
.68,.06,-.03,.20,.11,4.26,11.66%,66.87%,33.13%,65.18%,13,0,2.95,1.31,4.19,4.33,NOV5 13,173,1.34,1.39,-.32,.06,-.03,.20,-.06,1.37,11.72%,33.21%,66.79%,65.33%,879,63,0,1.365
.66,.06,-.03,.20,.10,3.89,11.45%,64.24%,35.76%,70.34%,38,0,2.45,1.44,3.82,3.96,NOV5 13,173.5,1.47,1.52,-.34,.06,-.03,.20,-.06,1.50,11.50%,35.83%,64.17%,70.47%,429,7,0,1.495
.63,.06,-.03,.21,.10,3.56,11.38%,61.29%,38.71%,76.09%,70,12,1.95,1.61,3.50,3.62,NOV5 13,174,1.61,1.67,-.37,.06,-.03,.21,-.07,1.64,11.30%,38.63%,61.37%,75.94%,383,3,0,1.64
.60,.06,-.03,.21,.10,3.21,11.11%,58.40%,41.60%,81.73%,109,57,1.45,1.755,3.17,3.24,NOV5 13,174.5,1.77,1.83,-.40,.06,-.03,.21,-.07,1.80,11.11%,41.60%,58.40%,81.73%,173,10,0,1.80
.57,.07,-.03,.22,.09,2.87,10.88%,55.32%,44.68%,87.74%,530,"1,122",.95,1.92,2.84,2.90,NOV5 13,175,1.96,2.00,-.43,.07,-.03,.22,-.08,1.98,10.95%,44.72%,55.28%,87.82%,327,"1,188",0,1.98
.53,.07,-.03,.22,.09,2.57,10.71%,52.06%,47.94%,94.11%,88,5,.45,2.115,2.54,2.59,NOV5 13,175.5,2.13,2.19,-.47,.07,-.03,.22,-.08,2.16,10.71%,47.94%,52.06%,94.10%,496,40,0,2.16
.50,.07,-.03,.22,.08,2.27,10.54%,48.68%,51.32%,99.29%,179,162,0,2.275,2.25,2.30,NOV5 13,176,2.34,2.40,-.50,.07,-.03,.22,-.09,2.37,10.54%,51.32%,48.68%,99.29%,68,14,.05,2.32
.47,.07,-.03,.22,.08,1.99,10.33%,45.21%,54.79%,92.12%,230,0,0,1.995,1.97,2.02,NOV5 13,176.5,2.56,2.63,-.53,.07,-.03,.22,-.10,2.59,10.36%,54.79%,45.21%,92.14%,27,7,.55,2.045
.43,.07,-.03,.22,.07,1.74,10.16%,41.66%,58.34%,84.82%,512,507,0,1.74,1.72,1.76,NOV5 13,177,2.80,2.88,-.57,.07,-.03,.22,-.10,2.84,10.18%,58.33%,41.67%,84.85%,107,5,1.05,1.79
.39,.07,-.03,.21,.07,1.51,10.02%,38.10%,61.90%,77.51%,223,1,0,1.51,1.49,1.53,NOV5 13,177.5,3.03,3.15,-.61,.07,-.03,.21,-.11,3.09,9.95%,61.97%,38.03%,77.36%,0,0,1.55,1.54
.36,.07,-.03,.21,.06,1.30,9.86%,34.53%,65.47%,70.19%,585,1,0,1.295,1.27,1.32,NOV5 13,178,3.29,3.46,-.64,.07,-.03,.21,-.11,3.38,9.79%,65.57%,34.43%,69.98%,83,4,2.05,1.325
.32,.07,-.03,.20,.05,1.09,9.68%,30.95%,69.05%,62.87%,69,0,0,1.095,1.07,1.12,NOV5 13,178.5,3.59,3.78,-.68,.07,-.03,.20,-.12,3.68,9.65%,69.09%,30.91%,62.78%,0,0,2.55,1.135
.29,.06,-.02,.19,.05,.93,9.58%,27.59%,72.41%,56.01%,422,322,0,.93,.91,.95,NOV5 13,179,3.92,4.10,-.71,.06,-.03,.19,-.13,4.01,9.50%,72.56%,27.44%,55.69%,2,0,3.05,.96

NOV5 13  (35)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.73,.05,-.03,.18,.11,5.03,12.06%,71.69%,28.31%,55.73%,0,0,3.95,1.08,4.85,5.21,NOV5 13,172,1.03,1.25,-.27,.05,-.03,.18,-.05,1.14,12.15%,28.46%,71.54%,56.02%,0,0,0,1.14
.71,.05,-.03,.19,.11,4.64,11.86%,69.36%,30.64%,60.31%,0,0,3.45,1.19,4.46,4.82,NOV5 13,172.5,1.14,1.36,-.29,.05,-.03,.19,-.05,1.25,11.95%,30.77%,69.23%,60.56%,0,0,0,1.25
.68,.06,-.03,.20,.11,4.26,11.64%,66.91%,33.09%,65.11%,0,0,2.95,1.305,4.08,4.43,NOV5 13,173,1.25,1.47,-.32,.06,-.03,.20,-.06,1.36,11.69%,33.17%,66.83%,65.26%,35,0,0,1.36
.66,.06,-.03,.20,.10,3.89,11.45%,64.24%,35.76%,70.34%,0,0,2.45,1.44,3.71,4.07,NOV5 13,173.5,1.39,1.61,-.34,.06,-.03,.20,-.06,1.50,11.53%,35.86%,64.14%,70.53%,0,0,0,1.50
.63,.06,-.03,.21,.10,3.53,11.23%,61.45%,38.55%,75.79%,1,0,1.95,1.58,3.35,3.71,NOV5 13,174,1.53,1.75,-.37,.06,-.03,.21,-.07,1.64,11.30%,38.63%,61.37%,75.94%,1,0,0,1.64
.60,.06,-.03,.21,.10,3.19,11.04%,58.47%,41.53%,81.61%,0,0,1.45,1.74,3.01,3.37,NOV5 13,174.5,1.69,1.91,-.40,.06,-.03,.21,-.07,1.80,11.11%,41.60%,58.40%,81.73%,0,0,0,1.80
.57,.07,-.03,.22,.09,2.86,10.86%,55.34%,44.66%,87.72%,36,0,.95,1.915,2.76,2.97,NOV5 13,175,1.87,2.08,-.43,.07,-.03,.22,-.08,1.97,10.92%,44.70%,55.30%,87.80%,42,0,0,1.975
.50,.07,-.03,.22,.08,2.26,10.47%,48.68%,51.32%,99.29%,5,0,0,2.26,2.15,2.37,NOV5 13,176,2.26,2.48,-.50,.07,-.03,.22,-.09,2.37,10.54%,51.32%,48.68%,99.29%,0,0,.05,2.32
.43,.07,-.03,.22,.07,1.74,10.16%,41.66%,58.34%,84.82%,0,0,0,1.74,1.63,1.85,NOV5 13,177,2.74,2.96,-.57,.07,-.03,.22,-.10,2.85,10.23%,58.29%,41.71%,84.92%,0,0,1.05,1.80
.36,.07,-.03,.21,.06,1.30,9.88%,34.56%,65.44%,70.26%,0,0,0,1.30,1.19,1.41,NOV5 13,178,3.23,3.59,-.64,.07,-.03,.21,-.11,3.41,9.96%,65.34%,34.66%,70.46%,0,0,2.05,1.36
.29,.06,-.02,.19,.05,.94,9.64%,27.70%,72.30%,56.23%,0,0,0,.94,.83,1.05,NOV5 13,179,3.87,4.23,-.71,.06,-.03,.19,-.13,4.05,9.72%,72.15%,27.85%,56.55%,0,0,3.05,1.00
.22,.06,-.02,.17,.04,.66,9.44%,21.43%,78.57%,43.45%,0,0,0,.66,.55,.77,NOV5 13,180,4.59,4.95,-.77,.06,-.02,.17,-.14,4.77,9.53%,78.35%,21.65%,43.89%,0,0,4.05,.72
.17,.05,-.02,.14,.03,.45,9.28%,16.00%,84.00%,32.41%,0,0,0,.45,.34,.56,NOV5 13,181,5.38,5.74,-.83,.05,-.02,.14,-.15,5.56,9.40%,83.71%,16.29%,32.99%,0,0,5.05,.51
.12,.04,-.01,.11,.02,.30,9.18%,11.59%,88.41%,23.44%,0,0,0,.30,.19,.41,NOV5 13,182,6.19,6.65,-.87,.04,-.02,.12,-.16,6.42,9.41%,87.86%,12.14%,24.57%,0,0,6.05,.37

DEC 13  (56)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.76,.03,-.02,.21,.15,8.09,14.85%,72.76%,27.24%,51.97%,118,"26,255",6.95,1.14,7.98,8.20,DEC 13,169,1.47,1.49,-.24,.03,-.03,.22,-.07,1.48,14.27%,26.35%,73.65%,50.27%,"4,229","45,052",0,1.48
.73,.04,-.02,.23,.15,7.27,14.41%,69.93%,30.07%,57.26%,"6,214","127,803",5.95,1.315,7.16,7.37,DEC 13,170,1.67,1.70,-.27,.03,-.03,.23,-.08,1.69,13.94%,29.40%,70.60%,55.98%,"13,142","154,986",0,1.685
.70,.04,-.02,.24,.15,6.48,14.03%,66.73%,33.27%,63.22%,232,"35,506",4.95,1.53,6.39,6.57,DEC 13,171,1.90,1.94,-.31,.04,-.03,.24,-.09,1.92,13.63%,32.76%,67.24%,62.23%,"1,770","52,068",0,1.92
.66,.04,-.03,.25,.15,5.75,13.74%,63.12%,36.88%,69.90%,595,"56,907",3.95,1.80,5.70,5.80,DEC 13,172,2.17,2.21,-.34,.04,-.03,.26,-.10,2.19,13.32%,36.42%,63.58%,69.01%,"4,144","32,281",0,2.19
.62,.04,-.03,.26,.14,5.00,13.24%,59.44%,40.56%,76.66%,265,"31,598",2.95,2.05,4.94,5.06,DEC 13,173,2.48,2.52,-.38,.04,-.03,.26,-.11,2.50,13.04%,40.39%,59.61%,76.31%,"12,516","19,906",0,2.50
.58,.05,-.03,.27,.13,4.30,12.78%,55.38%,44.62%,84.06%,"1,221","40,543",1.95,2.345,4.24,4.35,DEC 13,174,2.85,2.87,-.42,.04,-.03,.27,-.12,2.86,12.80%,44.63%,55.37%,84.07%,"3,090","19,092",0,2.86
.53,.05,-.03,.27,.13,3.67,12.44%,50.94%,49.06%,92.08%,"20,640","137,266",.95,2.715,3.64,3.69,DEC 13,175,3.22,3.27,-.47,.05,-.03,.28,-.13,3.25,12.49%,49.07%,50.93%,92.11%,"43,182","29,493",0,3.245
.49,.05,-.03,.28,.12,3.09,12.16%,46.28%,53.72%,99.47%,"4,683","79,154",0,3.095,3.09,3.10,DEC 13,176,3.70,3.73,-.52,.05,-.03,.28,-.15,3.71,12.34%,53.69%,46.31%,99.48%,"2,952","6,071",.05,3.665
.43,.05,-.02,.27,.11,2.56,11.80%,41.44%,58.56%,88.80%,"17,579","32,769",0,2.555,2.55,2.56,DEC 13,177,4.18,4.26,-.56,.05,-.03,.27,-.16,4.22,12.14%,58.38%,41.62%,89.12%,"1,393","9,245",1.05,3.17
.38,.05,-.02,.26,.10,2.07,11.44%,36.45%,63.55%,77.89%,"2,548","88,173",0,2.065,2.05,2.08,DEC 13,178,4.72,4.84,-.61,.05,-.03,.27,-.17,4.78,11.96%,63.05%,36.95%,78.86%,"1,928","4,574",2.05,2.73
.33,.05,-.02,.25,.08,1.66,11.18%,31.55%,68.45%,67.21%,"1,984","53,396",0,1.655,1.64,1.67,DEC 13,179,5.31,5.48,-.66,.04,-.03,.25,-.19,5.40,11.82%,67.61%,32.39%,68.92%,673,"4,270",3.05,2.345
.28,.04,-.02,.23,.07,1.30,10.92%,26.78%,73.22%,56.87%,"11,041","135,701",0,1.30,1.29,1.31,DEC 13,180,5.98,6.16,-.70,.04,-.03,.24,-.20,6.07,11.72%,71.91%,28.09%,59.58%,912,"20,534",4.05,2.02
.24,.04,-.02,.21,.06,1.01,10.73%,22.34%,77.66%,47.31%,"2,465","35,269",0,1.01,1.00,1.02,DEC 13,181,6.73,6.93,-.74,.04,-.03,.22,-.21,6.83,11.82%,75.63%,24.37%,51.53%,20,"1,717",5.05,1.78
.19,.04,-.02,.19,.05,.77,10.55%,18.26%,81.74%,38.57%,995,"126,804",0,.77,.76,.78,DEC 13,182,7.53,7.74,-.77,.04,-.03,.21,-.22,7.63,11.97%,78.90%,21.10%,44.49%,37,"2,868",6.05,1.585

DEC 13  (56)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.84,.02,-.02,.17,.14,11.65,17.03%,80.96%,19.04%,36.55%,0,"1,578",10.95,.70,11.27,12.03,DEC 13,165,.79,1.01,-.15,.02,-.02,.17,-.04,.90,15.70%,16.95%,83.05%,32.55%,0,"2,665",0,.90
.82,.03,-.02,.18,.15,10.74,16.49%,79.23%,20.77%,39.82%,0,"4,688",9.95,.79,10.51,10.97,DEC 13,166,.90,1.12,-.17,.02,-.03,.18,-.05,1.01,15.29%,18.87%,81.13%,36.18%,12,396,0,1.01
.80,.03,-.02,.19,.15,9.87,16.09%,77.08%,22.92%,43.88%,0,"9,289",8.95,.92,9.64,10.10,DEC 13,167,1.04,1.26,-.19,.03,-.03,.19,-.05,1.15,14.97%,21.13%,78.87%,40.47%,0,"1,411",0,1.15
.78,.03,-.02,.20,.15,8.98,15.51%,74.99%,25.01%,47.80%,1,"4,320",7.95,1.03,8.75,9.21,DEC 13,168,1.19,1.41,-.22,.03,-.03,.20,-.06,1.30,14.60%,23.57%,76.43%,45.06%,0,"1,801",0,1.30
.76,.03,-.02,.22,.15,8.13,15.04%,72.49%,27.51%,52.50%,0,"7,608",6.95,1.18,7.90,8.36,DEC 13,169,1.37,1.58,-.24,.03,-.03,.22,-.07,1.48,14.25%,26.31%,73.69%,50.20%,0,"1,680",0,1.475
