thinkBack: Stock quote and option quote for EBAY on 10/26/13 12:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
51.635,-.705,"15,838,077",52.59,52.92,51.05

Theo parameters
Theo date,Theo stock price,Theo volatility
11/2/13,+.00,+0.00%

OCT4 13  (0)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.20,.02,.00,.16,.11,1.55,27.51%,12.71%,87.29%,27.48%,0,994,0,1.55,1.52,1.58,JAN 15,70,19.45,19.65,-.79,.02,.00,.15,-.45,19.55,26.81%,87.74%,12.26%,26.42%,0,379,18.365,1.185

JAN 16  (811)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.87,.01,.00,.16,.44,25.03,46.60%,67.08%,32.92%,55.22%,90,238,21.635,3.39,23.85,26.20,JAN 16,30,1.25,1.54,-.09,.01,.00,.13,-.13,1.40,34.07%,20.45%,79.55%,36.38%,1,199,0,1.395
.83,.01,-.01,.20,.48,21.10,42.60%,61.92%,38.08%,64.14%,23,167,16.635,4.465,19.90,22.30,JAN 16,35,2.09,2.50,-.14,.01,.00,.17,-.21,2.29,32.08%,27.91%,72.09%,49.49%,31,359,0,2.295
.77,.01,-.01,.23,.49,17.70,40.35%,55.28%,44.72%,75.08%,"1,124","2,593",11.635,6.065,16.60,18.80,JAN 16,40,3.85,4.00,-.22,.01,.00,.23,-.32,3.93,32.04%,37.93%,62.07%,66.38%,126,575,0,3.925
.70,.01,-.01,.27,.50,13.82,35.38%,50.30%,49.70%,84.35%,54,137,6.635,7.19,13.30,14.35,JAN 16,45,5.70,5.90,-.29,.01,.00,.27,-.43,5.80,31.08%,46.93%,53.07%,81.42%,19,887,0,5.80
.63,.01,-.01,.29,.46,11.87,36.58%,41.93%,58.07%,96.63%,29,477,1.635,10.24,10.70,13.05,JAN 16,50,7.55,8.30,-.38,.02,-.01,.29,-.54,7.92,29.58%,55.37%,44.63%,95.51%,8,87,0,7.925
.60,.01,-.01,.30,.45,10.62,35.74%,38.70%,61.30%,96.66%,5,97,0,10.625,9.55,11.70,JAN 16,52.5,8.85,9.65,-.42,.02,-.01,.30,-.60,9.25,29.22%,59.61%,40.39%,96.14%,11,221,.865,8.385
.55,.02,-.01,.30,.43,9.00,33.42%,35.77%,64.23%,87.01%,38,215,0,9.00,8.50,9.50,JAN 16,55,10.30,11.65,-.46,.02,-.01,.30,-.66,10.97,29.85%,63.75%,36.25%,85.92%,32,186,3.365,7.61
.52,.02,-.01,.31,.41,8.05,33.09%,32.51%,67.49%,78.26%,41,101,0,8.05,7.55,8.55,JAN 16,57.5,11.75,12.65,-.51,.02,-.01,.30,-.71,12.20,28.53%,67.46%,32.54%,75.82%,0,74,5.865,6.335
.48,.02,-.01,.31,.39,7.20,32.83%,29.46%,70.54%,70.25%,43,"1,085",0,7.20,6.70,7.70,JAN 16,60,14.00,14.30,-.54,.02,-.01,.30,-.75,14.15,29.29%,70.86%,29.14%,67.78%,22,"1,014",8.365,5.785
.46,.01,-.01,.31,.37,7.20,35.11%,26.90%,73.10%,64.76%,64,172,0,7.20,5.95,8.45,JAN 16,62.5,15.75,16.05,-.58,.02,-.01,.30,-.79,15.90,29.14%,74.02%,25.98%,59.99%,0,38,10.865,5.035
.41,.02,-.01,.30,.35,5.78,32.50%,24.02%,75.98%,56.43%,0,100,0,5.775,5.25,6.30,JAN 16,65,17.55,17.90,-.61,.02,.00,.29,-.82,17.73,28.99%,76.91%,23.09%,52.97%,0,79,13.365,4.36
.35,.01,-.01,.29,.30,4.63,32.26%,19.44%,80.56%,45.13%,0,110,0,4.625,4.10,5.15,JAN 16,70,20.60,21.80,-.69,.02,.00,.26,-.86,21.20,27.29%,82.58%,17.42%,39.13%,0,0,18.365,2.835
.30,.01,-.01,.27,.26,3.73,32.15%,15.70%,84.30%,36.10%,21,214,0,3.725,3.25,4.20,JAN 16,75,25.55,25.95,-.72,.01,.00,.24,-.86,25.75,28.90%,85.74%,14.26%,32.10%,0,0,23.365,2.385
.26,.01,-.01,.25,.23,3.10,32.47%,12.82%,87.18%,29.31%,2,"8,104",0,3.10,2.70,3.50,JAN 16,80,29.80,30.25,-.76,.01,.00,.22,-.83,30.03,28.90%,88.85%,11.15%,24.93%,21,57,28.365,1.66
